"site_id","A1","E1","A2","E2","I_S","R_growth","R_resp","RMSE"
"BARC",25.7544606519244,15.8634368270919,3.05384961743637,14.3638476175405,1067.55964689719,0.141463729426869,0.0520102586325716,1.43254645243982
"CRAM",25.4284660037092,10.9810666678855,9.02851884319024,9.81527971506484,1112.5157176958,0.0358370724269719,0.0187968595294411,0.916768208174916
"LIRO",0.932504311679277,1.04034812584635,0.874007729102176,1.00430373812681,282.217523345589,0.454969987014309,0.339638199200354,3.96726572230663
"PRLA",0.902463009711919,1.01692360171539,0.872536203237901,0.983257636382798,115.543647055158,0.372132180621954,0.0226060684697806,2.87873269622315
"PRPO",0.54541960499384,16.4670064616061,9.68070789709416,15.2146524229734,340.349103456699,0.379693253732781,0.00524378937357936,16.5513200970959
"SUGG",5.57844910958143,6.03984904459944,5.57754625620551,6.19326675133031,335.017250448975,0.171910260320286,0.108369754812594,6.14679371987697
"TOOK",1.00534477188374,0.998252006748735,1.00086478062832,0.998300931938846,24.2243608267574,0.195792169416294,0.192752552335066,0.582930605350334
