"site_id","Tmin","Topt","Tmax","muopt","I_S","R_growth","R_resp","RMSE"
"BARC",0.0402545201547678,25.381532862766,29.2326302370206,0.0417747633791085,385.529032147594,0.475937793592036,0.330984752220489,1.56184068340453
"CRAM",0.77158749339719,27.2306408648136,46.2692285887699,0.027243073736194,193.760447940014,0.407963180962096,0.249483172522595,0.971076796119214
"LIRO",1.38414993948428,25.0015792796702,37.1007523964831,0.0320230238871031,144.388405917237,0.355096914260362,0.239215160202545,3.84909477388171
"PRLA",1.26386545396779,31.458165683168,34.4347568138813,0.0649421223700572,929.980248119017,0.240444906843548,0.0649885337779346,3.57703133586134
"PRPO",1.42223139090605,4.59378623569131,17.6460047474765,0.027340157932802,230.174705146235,0.183114916044327,0.242150917111248,21.0596283895426
"SUGG",1.05517286253777,25.852248384246,81.1160077573885,0.0368883139012089,524.125880017505,0.0148252229669816,0.00946785445202537,5.78156806496367
"TOOK",1.15467653520619,20.9292454938674,37.359678666134,0.0472775888360719,262.546609588565,0.588325732598424,0.00611419465628471,0.665778440760977
