"site_id","A1","E1","A2","E2","I_K","R_growth","R_resp","RMSE"
"BARC",14.2690734152256,-5.02923029680137,8.22076686848613,3.42749054420568,7300.81732488603,1.00577961240743,0.0283456101709774,1.53390329670345
"CRAM",0.763864723558078,0.747405393375897,0.733364696752593,0.731273905249266,406.191978856619,0.362506468485861,0.158503613228665,1.10972382674738
"LIRO",0.0146123315789158,0.0149194954112816,0.013169122661105,0.00971619562232059,121.196330570906,0.272814798348725,0.01,3.82514983433138
"PRLA",1.04672589567638,1.03734715489341,0.992092853049459,0.982359595212031,-25.8423772293116,0.169063671675206,0.01,2.60953433952802
"PRPO",0.955019334144506,1.00345454588823,0.840038258963338,0.993854862554878,141.936781433949,0.544880953243572,0.695229310627389,23.9556576749235
"SUGG",1.08571445326429,0.856784053682599,0.854186435870093,1.19212028199922,981.449735355602,0.0674213616188183,0.0106421102227355,5.69052608308508
"TOOK",0.0891123134176528,0.0418140936244748,0.0848327224294582,0.0418279684345927,96.9962574679144,0.581592083474786,0.47835465306283,0.525590879149028
