"site_id","Topt","Tmax","b","muopt","I_K","R_growth","R_resp","RMSE"
"BARC",27.6300201593133,32.4943439779175,1.93594196754301,0.0696251211615334,406.705427195837,0.203581962753818,0.0173899841561257,1.51356374576766
"CRAM",20.4732626884037,26.414722563439,2.64248468299881,0.0383745918536179,277.191466569368,0.525872561808289,0.0293311519381914,0.916449122698406
"LIRO",25.6364053325155,33.1747753393959,2.58473708266659,0.0468938475561058,266.001666390782,0.483993372002855,0.0148909777836537,3.79333533472373
"PRLA",14.3157829885587,15.6937781232569,1.29471433920793,0.038592918261353,675.430732614264,0.53827231066889,0.0357229225158394,3.07522311991038
"PRPO",22.8890721107997,26.1956303578364,0.22307342769481,0.0328742167700956,175.071208940489,0.993816956645741,0.793212539404232,18.0536287201763
"SUGG",28.4026702812834,39.1446560655228,2.10214201049713,0.0407140748641347,797.445819694773,0.520740427285341,0.0392929805567037,5.78252197043538
"TOOK",6.80185581436752,62.3966048449893,1.41570658327392,0.0401976654425516,72.6588587444732,0.312523433590253,0.501729890671075,0.603001948668922
