"site_id","z","w","a","b","I_S","R_growth","R_resp","RMSE"
"BARC",-100710.711786805,137671.823467126,8.40333169654747,0.42292055321678,446.417956364383,0.00127906022672427,0.00228128445804455,1.71531473406746
"CRAM",-4.95638473437506,109.589678521097,2.58799754065431,0.0627777890280226,332.513025355544,0.354868505604793,0.412372099478118,2.37420970851204
"LIRO",-176238.42089525,196315.280703919,6.14715969620647,-0.195308955362504,540.626719339085,0.192296429015068,0.167485554860636,4.0922236253424
"PRLA",-141445.94465703,141473.820727146,18.7194358100967,0.142332671802042,125.850169600587,0.795150336620202,0.787032125415062,4.13759999351057
"PRPO",10.753318236937,8.76579396367213,2.56295986417643,0.108817882532293,100.013338192911,0.0516899816763252,0.0692980454304032,17.8109313274285
"SUGG",23.4745354258072,13.9943976542758,0.813160516246633,0.154076295443197,518.446725472755,0.0133109787048533,0.00852909936907326,5.7762501531658
"TOOK",-258.637014230343,271.350716276101,0.0362398282336162,0.0278574504756826,420.33334032454,0.580450731725037,0.395803357101356,0.603316595039726
