"site_id","Tmin","Topt","Tmax","muopt","I_K","R_growth","R_resp","RMSE"
"BARC",3.02984701592212,34.4036655370116,50.5002944139182,0.0382755964406285,134.62203397833,0.455873150884509,0.224092609361741,1.511438
"CRAM",0.893625644756011,33.8555959466471,53.4970490230198,0.0367518385970196,157.187261766538,0.114437197541931,0.0641342203796633,0.9121699
"LIRO",1.80189897605534,32.8699834166936,40.2929563152727,0.0725588124352939,50.262297616536,0.0805307587053842,0.0552426999389682,3.791201
"PRLA",1.1537897649928,27.5465970791403,31.6795170236529,0.0375044403162222,74.9928738562597,0.291243368811447,0.0680896884182197,3.596849
"PRPO",0.428501882108998,19.8427945911282,41.7167297358147,0.0274261814579939,96.5309426640333,0.383095480852201,0.430688799976203,18.8234198404649
"SUGG",2.11489180459256,5.38214874838479,63.5813596421007,0.0684221125316565,1297.17084264845,0.0985550225071608,0.0123719966485834,5.68618699765851
"TOOK",-6.71504214196935,12.98888944934,33.2579619450094,0.0131517095389956,118.200093244346,-0.319717063479766,-0.115119749330034,0.479189264874059
