"site_id","z","w","a","b","I_K","R_growth","R_resp","RMSE"
"BARC",-16.1769728240665,47.4144164862124,1.05823708934693,0.172206397006513,237.128923313786,0.0156607168105657,0.0081230263518743,1.71086293678761
"CRAM",14.0478628439925,11.9094868029494,0.271905280742768,0.132347823349759,476.885549736446,0.452764850544016,0.18602426554002,1.51156480410539
"LIRO",16.5343796337719,9.74882110353244,1.02525915649764,0.0537254366038828,339.398543675305,0.467661040215367,0.228458092849378,4.15775272990379
"PRLA",-435.325446974581,453.276608095692,0.00749192458859139,0.410124075105438,220.768219139892,0.0970768862514576,0.0600249233984187,3.44840399887252
"PRPO",-2.11124588774145,362.151970866529,0.228858583287938,-0.113661985559389,38.6415410758833,0.137080266927733,0.254505410881756,17.9704847543078
"SUGG",-97.15989690153,122.468210316885,0.0663083026761774,0.25960881508177,457.251573021388,0.0745810968008035,0.0211075140588467,5.85569058932795
"TOOK",-397.070830021335,396.116611790879,0.0307043762207385,-0.132285726603997,319.460584000849,0.320508816662003,0.10281728920885,0.580929855214574
