"site_id","Topt","Tmax","b","muopt","I_S","R_growth","R_resp","RMSE"
"BARC",30.542254892188,36.4335488126526,0.877123763957992,0.0493929973755482,361.923257193843,0.507602226679152,0.128604778109102,1.50662575042791
"CRAM",21.2037273004572,27.5751062306367,1.81068224776721,0.0146769969386906,602.190125712196,0.941776344334141,0.0499557576936071,0.91753893293103
"LIRO",25.9076651827509,34.5037562600438,2.27459492487854,0.032287238709618,355.948749838474,1.29268592880684,0.0552426934890732,3.78746078458863
"PRLA",18.3100132845132,22.8213858065739,2.16664209735903,0.0623905424611496,366.514019069068,0.965382438509766,0.0523373584227837,3.34995643267688
"PRPO",18.7403206683598,52.7429103706144,2.07315120652964,0.0555971887399612,79.8916271203412,0.877636717235122,0.304344433862261,18.7501318940768
"SUGG",30.2520537730143,42.5403915913425,2.34484218236939,0.0339302155574173,274.676298701141,0.997785561121918,0.0450741048579096,5.87820969888119
"TOOK",30.2532923351731,67.5558061276876,1.36305089230331,0.034370435005569,73.7364038787864,0.589923463187702,0.595088467860099,0.605042574662879
